Site Code,Latitude,Longitude,PhysicalAddressCounty,Call Group,Owner,Cluster_ID
ZCB,32.902641,-86.013835,Coosa,FO-AL-ASHLAND,APC,1
ZCC,34.81849,-85.53519,Dade,FO-GA-NW-FLOYD & NORTH,GPC,1
ZCD,34.300984,-83.809408,Hall,FO-GA-NE-GAINESVILLE,GPC,1
ZCE,34.008016,-85.223597,Polk,FO-GA-NW-PAULDING/POLK/HARALSON,GPC,1
ZCF,31.82098,-83.93895,Worth,FO-GA-SW-AMERICUS,GPC,176
ZCG,34.70322,-84.90883,Murray,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZCH,33.722968,-84.465339,Fulton,FO-GA-NW-METRO SOUTHWEST,GPC,1
ZCI,33.484198,-84.40709,Fayette,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
ZCJ,34.199797,-84.130973,Forsyth,FO-GA-NE-CUMMING,GPC,1
ZCK,33.6977,-84.04272,Rockdale,FO-GA-NE-CONYERS,GPC,1
ZCL,33.809894,-84.23795,DeKalb,FO-GA-NE-CONYERS,GPC,1
ZCM,33.662708,-83.887383,Newton,FO-GA-NE-CONYERS,GPC,1
ZCN,33.894936,-84.54052,Cobb,FO-GA-NW-COBB,GPC,1
ZCO,34.02821,-84.56156,Cobb,FO-GA-NW-COBB,GPC,1
ZCP,33.812243,-84.295698,Dekalb,FO-GA-NE-METRO NORTHEAST,GPC,1
ZCQ,34.615656,-84.681239,Murray,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZCR,34.290065,-85.114376,Floyd,FO-GA-NW-FLOYD & NORTH,GPC,1
ZCS,32.485558,-84.934776,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
ZCT,34.76225,-84.77721,Murray,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZCU,33.864086,-84.470637,Cobb,FO-GA-NW-METRO NORTHWEST,GPC,1
ZCV,34.596339,-83.774883,White,FO-GA-NE-CORNELIA,GPC,1
ZCW,34.21196,-83.465225,Jackson,FO-GA-NE-GAINESVILLE,GPC,1
ZCX,34.615674,-84.681013,Murray,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZCY,34.88219,-83.39528,Rabun,FO-GA-NE-CORNELIA,GPC,1
ZCZ,33.809825,-84.433237,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
ZD2,32.067181,-81.048846,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
ZD3,31.8272,-84.4164,Terrell,FO-GA-SW-AMERICUS,GPC,249
ZD4,33.454166,-84.904999,Coweta,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,1
ZDA,34.519552,-83.976536,Lumpkin,FO-GA-NE-CUMMING,GPC,1
ZDC,33.859001,-84.303382,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,1
ZDD,34.95967,-83.374214,Rabun,FO-GA-NE-CORNELIA,GPC,1
ZDE,33.77123,-84.29209,DeKalb,FO-GA-NE-METRO SOUTHEAST,GPC,1
ZDF,34.375782,-84.120476,Dawson,FO-GA-NE-CUMMING,GPC,1
ZDG,34.742591,-85.015581,Whitfield,FO-GA-NW-FLOYD & NORTH,GPC,1
ZDH,34.861664,-85.395347,Walker,FO-GA-NW-FLOYD & NORTH,GPC,1
ZDI,33.371032,-84.575635,Fayette,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
ZDJ,33.451981,-82.081764,Richmond,FO-GA-SE-AUGUSTA 2,GPC,1
ZDL,33.638624,-84.407927,Clayton,FO-GA-NW-METRO SOUTHWEST,GPC,1
ZDM,34.321473,-83.816226,Hall,FO-GA-NE-GAINESVILLE,GPC,1
ZDN,32.08347,-81.18922,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
ZDO,31.811992,-81.49979,Liberty,FO-GA-SE-SAVANNAH 3,GPC,43
ZDP,33.77024,-84.21059,DeKalb,FO-GA-NE-CONYERS,GPC,1
ZDR,34.218084,-85.154622,Floyd,FO-GA-NW-FLOYD & NORTH,GPC,1
ZDS,33.762966,-84.404716,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
ZDT,32.69532,-83.77245,Crawford,FO-GA-SW-MACON-WEST,GPC,1
ZDU,30.273745,-81.953738,Duval,FO-GA-SE-WAYCROSS,NextEra,250
ZDV,31.96781,-81.12733,Chatham,FO-GA-SE-SAVANNAH 3,GPC,5
ZDW,34.378124,-84.133217,Dawson,FO-GA-NE-CUMMING,GPC,1
ZDY,34.699541,-84.944055,Whitfield,FO-GA-NW-FLOYD & NORTH,GPC,1
ZDZ,34.09835,-84.267111,Fulton,FO-GA-NE-CUMMING,GPC,1
ZE1,32.086934,-81.002011,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
ZE2,34.759834,-84.899727,Whitfield,FO-GA-NW-FLOYD & NORTH,GPC,1
ZEA,32.213101,-83.161043,Dodge,FO-GA-SW-PERRY,GPC,109
ZEC,32.054617,-84.198607,Sumter,FO-GA-SW-AMERICUS,GPC,3
ZED,34.759834,-84.899727,Whitfield,FO-GA-NW-FLOYD & NORTH,GPC,1
ZEE,33.532291,-82.117081,Columbia,FO-GA-SE-AUGUSTA 1,GPC,1
ZEF,33.54467,-82.166947,Columbia,FO-GA-SE-AUGUSTA 1,GPC,1
ZEG,32.066997,-81.04854,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
ZEH,32.22701,-84.0987,Macon,FO-GA-SW-AMERICUS,GPC,95
ZEI,34.696964,-84.479709,Gilmer,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZEK,34.28682,-83.797597,Hall,FO-GA-NE-GAINESVILLE,GPC,1
ZEL,34.685055,-84.488393,Gilmer,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZEM,33.788965,-84.327391,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,1
ZEN,34.14163,-82.81158,Elbert,FO-GA-NE-ATHENS EAST,GPC,103
ZEO,31.242196,-83.743458,Colquitt,FO-GA-SW-BAINBRIDGE,GPC,13
ZEP,33.675903,-84.462402,Fulton,FO-GA-NW-METRO SOUTHWEST,GPC,1
ZER,32.613921,-84.821234,Harris,FO-GA-SW-COLUMBUS,GPC,1
ZES,33.65282,-84.406549,Fulton,FO-GA-NW-METRO SOUTHWEST,GPC,1
ZET,34.246184,-83.546294,Jackson,FO-GA-NE-GAINESVILLE,GPC,1
ZEU,33.588921,-82.195582,Columbia,FO-GA-SE-AUGUSTA 1,GPC,1
ZEV,33.544178,-82.168449,Columbia,FO-GA-SE-AUGUSTA 1,GPC,1
ZEW,33.608903,-84.302339,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
ZEY,33.304508,-83.402322,Putnam,FO-GA-SW-MACON-EAST,GPC,1
ZEZ,32.051761,-84.787198,Stewart,FO-GA-SW-AMERICUS,GPC,1
ZF1,34.21958,-85.17731,Floyd,FO-GA-NW-FLOYD & NORTH,GPC,1
ZF2,33.909878,-85.228103,Polk,FO-GA-NW-PAULDING/POLK/HARALSON,GPC,1
ZF3,32.600604,-84.911259,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
ZF4,34.770821,-84.686237,Murray,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZF5,32.299826,-84.98936,Russell,FO-GA-SW-AMERICUS,GPC,1
ZF6,32.608562,-84.913266,Harris,FO-GA-SW-COLUMBUS,GPC,1
ZF7,32.481552,-84.991969,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
ZF8,32.608562,-84.913266,Harris,FO-GA-SW-COLUMBUS,GPC,1
ZF9,33.52202,-84.62778,Fulton,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
ZFA,33.44164,-84.44562,Fayette,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
ZFB,33.519139,-84.619371,Fulton,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
ZFC,33.349983,-84.549698,Fayette,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
ZFD,33.427386,-82.146967,Richmond,FO-GA-SE-AUGUSTA 2,GPC,1
ZFE,32.922092,-83.725787,Bibb,FO-GA-SW-MACON-WEST,GPC,1
ZFF,33.479509,-81.984755,Richmond,FO-GA-SE-AUGUSTA 2,GPC,1
ZFG,31.614979,-85.047398,Clay,FO-GA-SW-BAINBRIDGE,GPC,4
ZFH,31.603603,-84.13785,Dougherty,FO-GA-SW-BAINBRIDGE,GPC,12
ZFI,33.54351,-84.541683,Fulton,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
ZFK,33.624724,-84.384798,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
ZFL,33.211691,-83.305711,Putnam,FO-GA-SW-MACON-EAST,GPC,1
ZFM,31.603576,-84.147012,Dougherty,FO-GA-SW-BAINBRIDGE,GPC,12
ZFN,33.266349,-85.083119,HEARD,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,1
ZFO,33.764798,-84.394151,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
ZFP,33.60732,-84.36169,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
ZFQ,33.427386,-82.146967,Richmond,FO-GA-SE-AUGUSTA 2,GPC,1
ZFR,33.585974,-84.523605,Fulton,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
ZFS,33.765133,-84.59358,Douglas,FO-GA-NW-COBB,GPC,1
ZFT,32.481552,-84.991969,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
ZFU,31.949286,-81.106744,Chatham,FO-GA-SE-SAVANNAH 3,GPC,5
ZFV,32.56133,-83.87238,Peach,FO-GA-SW-MACON-WEST,GPC,1
ZFW,33.468775,-81.968248,Richmond,FO-GA-SE-AUGUSTA 2,GPC,1
ZFX,33.34374,-81.97375,Richmond,FO-GA-SE-AUGUSTA 2,GPC,1
ZFY,32.046843,-81.110614,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
ZFZ,32.609348,-84.915422,Harris,FO-GA-SW-COLUMBUS,GPC,1
ZG1,32.001721,-81.245184,Chatham,FO-GA-SE-SAVANNAH 3,GPC,5
ZG2,31.92963,-81.91332,Tattnall,FO-GA-SE-SAVANNAH 3,GPC,127
ZG3,34.536509,-83.974401,Lumpkin,FO-GA-NE-CUMMING,GPC,1
ZG4,32.107673,-81.147031,,FO-GA-SE-SAVANNAH 1,GPC,5
ZGA,34.340101,-83.840318,Hall,FO-GA-NE-GAINESVILLE,GPC,1
ZGB,31.260806,-82.412016,Ware,FO-GA-SE-WAYCROSS,GPC,101
ZGC,34.13958,-83.998081,Gwinnett,FO-GA-NE-CUMMING,GPC,1
ZGD,32.882696,-83.317072,Wilkinson,FO-GA-SW-MACON-EAST,GPC,1
ZGE,33.693171,-84.490185,Fulton,FO-GA-NW-METRO SOUTHWEST,GPC,1
ZGF,34.142845,-84.002559,Gwinnett,FO-GA-NE-CUMMING,GPC,1
ZGG,32.13971,-81.15276,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
ZGH,32.2487,-81.2097,Effingham,FO-GA-SE-SAVANNAH 2,GPC,5
ZGI,34.26329,-83.80967,Hall,FO-GA-NE-GAINESVILLE,GPC,1
ZGL,32.162112,-81.240431,Chatham,FO-GA-SE-SAVANNAH 2,GPC,5
ZGN,33.57307,-83.17448,Greene,FO-GA-NE-ATHENS WEST,GPC,1
ZGO,32.608923,-85.094433,Lee,FO-GA-SW-COLUMBUS,GPC,1
ZGP,32.62497,-83.99058,Crawford,FO-GA-SW-MACON-WEST,GPC,1
ZGR,33.7267,-84.3732,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,1
ZGS,34.222475,-83.803196,Hall,FO-GA-NE-GAINESVILLE,GPC,1
ZGT,33.77218,-84.40698,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
ZGU,32.136664,-81.190831,Chatham,FO-GA-SE-SAVANNAH 2,GPC,5
ZGV,33.463257,-82.17848,Columbia,FO-GA-SE-AUGUSTA 1,GPC,1
ZGW,31.883217,-85.081863,Quitman,FO-GA-SW-BAINBRIDGE,GPC,1
ZH1,32.035397,-81.215395,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
ZH2,33.421295,-82.312745,Columbia,FO-GA-SE-AUGUSTA 1,GPC,1
ZH3,30.995109,-83.367501,Lowndes,FO-GA-SW-VALDOSTA,GPC,2
ZH4,31.931725,-82.352998,Appling,FO-GA-SE-BAXLEY,GPC,16
ZH5,31.935593,-82.349503,Appling,FO-GA-SE-BAXLEY,GPC,16
ZH6,31.37603,-89.26898,Forrest,FO-MS-O-CENTRAL,MPC,6
ZH9,33.791389,-84.318056,Dekalb,FO-GA-NE-METRO NORTHEAST,GPC,1
ZHA,33.881016,-84.475716,Cobb,FO-GA-NW-COBB,GPC,1
ZHB,33.969326,-84.258871,Gwinnett,FO-GA-NE-CUMMING,GPC,1
ZHC,31.935575,-82.347658,APPLING,FO-GA-SE-BAXLEY,GPC,16
ZHD,34.355288,-82.820783,Hart,FO-GA-NE-ATHENS EAST,GPC,1
ZHE,34.70223,-83.68843,White,FO-GA-NE-CORNELIA,GPC,1
ZHF,33.402743,-85.03807,Heard,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,1
ZHI,33.778441,-84.474145,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
ZHJ,33.63861,-84.407347,Clayton,FO-GA-NW-METRO SOUTHWEST,GPC,1
ZHL,33.74514,-84.378296,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,1
ZHM,34.251204,-85.345788,Floyd,FO-GA-NW-FLOYD & NORTH,GPC,1
ZHN,32.0312,-81.12959,Chatham,FO-GA-SE-SAVANNAH 3,GPC,5
ZHO,33.186577,-84.924362,Troup,FO-GA-SW-COLUMBUS,GPC,1
ZHP,31.87192,-82.57976,Jeff Davis,FO-GA-SE-BAXLEY,GPC,16
ZHR,33.731365,-84.197205,DeKalb,FO-GA-NE-CONYERS,GPC,1
ZHS,34.185852,-84.50808,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZHT,33.641113,-84.420136,Clayton,FO-GA-NW-METRO SOUTHWEST,GPC,1
ZHU,32.09454,-81.09081,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
ZHV,31.034237,-82.774483,Clinch,FO-GA-SE-WAYCROSS,GPC,138
ZHZ,34.2049,-84.80343,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZIC,32.165449,-81.437518,Bryan,FO-GA-SE-SAVANNAH 3,GPC,5
ZID,33.901615,-84.379689,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
ZIM,31.7388778,-87.9361528,ZIMCO,FO-AL-MOBILE NORTHEAST,APC,62
ZIP,32.104664,-81.129348,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
ZIR,32.56667,-83.5975,Houston,FO-GA-SW-PERRY,GPC,1
ZJ2,33.77633,-84.419533,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
ZJA,30.508251,-82.942515,Hamilton,FO-GA-SW-VALDOSTA,NextEra,251
ZJC,33.608056,-84.387612,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
ZJE,32.687805,-83.444735,Twiggs,FO-GA-SW-PERRY,GPC,1
ZJF,33.893725,-84.33187,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,1
ZJK,33.283369,-83.922635,Butts,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
ZJO,33.53501,-84.311576,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
ZJS,33.778908,-84.419695,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
ZK1,32.897687,-85.13311,Troup,FO-GA-SW-COLUMBUS,GPC,1
ZK2,30.795511,-81.671897,Camden,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
ZK3,32.147342,-81.151749,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
ZKA,32.484606,-83.583233,Houston,FO-GA-SW-PERRY,GPC,1
ZKB,34.057442,-84.275748,Fulton,FO-GA-NE-CUMMING,GPC,1
ZKC,31.222133,-82.417717,Ware,FO-GA-SE-WAYCROSS,GPC,101
ZKE,33.442699,-84.592239,Fayette,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
ZKF,32.148069,-81.146342,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
ZKG,30.835608,-81.677605,Camden,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
ZKI,30.795511,-81.671897,Camden,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
ZKL,33.636478,-84.125389,DEKALB,FO-GA-NE-CONYERS,GPC,1
ZKM,32.08223,-81.03188,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
ZKN,32.599147,-86.667677,Autauga,FO-AL-MONTGOMERY WEST,APC,1
ZKO,33.637735,-84.122829,DeKalb,FO-GA-NE-CONYERS,GPC,1
ZKR,33.927756,-87.814426,Marion,FO-AL-JASPER,APC,1
ZKS,33.858409,-84.515282,Cobb,FO-GA-NW-COBB,GPC,1
ZKT,33.989572,-83.399309,Clarke,FO-GA-NE-ATHENS EAST,GPC,1
ZKW,36.984722,-97.130833,Kay,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,149
ZKY,32.817291,-83.672352,Bibb,FO-GA-SW-MACON-EAST,GPC,1
ZL1,33.719869,-84.101533,DeKalb,FO-GA-NE-CONYERS,GPC,1
ZL2,34.566273,-83.777541,White,FO-GA-NE-CORNELIA,GPC,1
ZL3,32.997308,-85.138185,Troup,FO-GA-SW-COLUMBUS,GPC,1
ZL4,34.755909,-83.501636,Rabun,FO-GA-NE-CORNELIA,GPC,1
ZL5,33.013522,-85.044595,,FO-GA-SW-COLUMBUS,GPC,1
ZL6,33.986111,-84.00074,Gwinnett,FO-GA-NE-CUMMING,GPC,1
ZL7,32.9937,-85.043202,,FO-GA-SW-COLUMBUS,GPC,1
ZL8,34.11871,-84.50661,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZL9,33.025506,-85.057546,,FO-GA-SW-COLUMBUS,GPC,1
ZLA,33.701359,-84.407881,Fulton,FO-GA-NW-METRO SOUTHWEST,GPC,1
ZLB,31.554973,-84.1067,Dougherty,FO-GA-SW-BAINBRIDGE,GPC,12
ZLC,33.517764,-84.623507,Fulton,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
ZLD,33.82378,-84.36986,Fulton,FO-GA-NE-METRO NORTHEAST,GPC,1
ZLE,31.73128,-84.173545,Lee,FO-GA-SW-BAINBRIDGE,GPC,12
ZLG,33.025017,-85.015491,Troup,FO-GA-SW-COLUMBUS,GPC,1
ZLH,33.826607,-84.256983,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,1
ZLI,34.189016,-85.164981,Floyd,FO-GA-NW-FLOYD & NORTH,GPC,1
ZLK,33.908167,-84.523844,Cobb,FO-GA-NW-COBB,GPC,1
ZLL,32.007389,-81.252737,Chatham,FO-GA-SE-SAVANNAH 3,GPC,5
ZLM,33.930756,-84.529503,Cobb,FO-GA-NW-COBB,GPC,1
ZLN,33.826973,-84.367484,Fulton,FO-GA-NE-METRO NORTHEAST,GPC,1
ZLO,33.45956,-83.24736,Greene,FO-GA-NE-ATHENS WEST,GPC,1
ZLP,34.709004,-84.922814,Murray,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZLQ,33.986908,-84.056767,Gwinnett,FO-GA-NE-CUMMING,GPC,1
ZLR,32.98273,-85.05289,Troup,FO-GA-SW-COLUMBUS,GPC,1
ZLS,34.202419,-83.9077,Hall,FO-GA-NE-GAINESVILLE,GPC,1
ZLT,33.917395,-84.211785,Gwinnett,FO-GA-NE-CUMMING,GPC,1
ZLU,32.568896,-82.900321,Laurens,FO-GA-SW-PERRY,GPC,16
ZLV,34.865208,-85.491055,Dade,FO-GA-NW-FLOYD & NORTH,GPC,1
ZLW,34.329032,-83.848755,Hall,FO-GA-NE-GAINESVILLE,GPC,1
ZLX,33.05252,-85.006407,,FO-GA-SW-COLUMBUS,GPC,1
ZLY,31.72166,-81.743753,Long,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,158
ZLZ,33.000899,-85.119216,Troup,FO-GA-SW-COLUMBUS,GPC,1
ZM1,31.21694,-83.77611,Colquitt,FO-GA-SW-BAINBRIDGE,GPC,13
ZM2,32.808361,-81.948067,Jenkins,FO-GA-SE-AUGUSTA 2,GPC,107
ZM3,32.15485,-81.369,Effingham,FO-GA-SE-SAVANNAH 2,GPC,5
ZM4,31.98973,-81.09172,Chatham,FO-GA-SE-SAVANNAH 3,GPC,5
ZM5,32.02316,-81.08736,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
ZM6,32.352635,-81.174387,Effingham,FO-GA-SE-SAVANNAH 2,GPC,5
ZM7,32.096073,-81.123975,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
ZM8,33.80974,-84.35177,Fulton,FO-GA-NE-METRO NORTHEAST,GPC,1
ZM9,33.077311,-83.146698,Baldwin,FO-GA-SW-MACON-EAST,GPC,1
ZMA,33.758694,-84.349602,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,1
ZMB,32.80351,-84.66042,Talbot,FO-GA-SW-COLUMBUS,GPC,1
ZMC,34.272909,-83.87375,Hall,FO-GA-NE-GAINESVILLE,GPC,1
ZMD,33.701537,-84.179564,DeKalb,FO-GA-NE-CONYERS,GPC,1
ZME,34.485525,-85.463735,Chattooga,FO-GA-NW-FLOYD & NORTH,GPC,1
ZMF,34.32698,-84.35502,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZMG,34.064796,-83.970009,Gwinnett,FO-GA-NE-CUMMING,GPC,1
ZMH,31.443905,-84.133462,Dougherty,FO-GA-SW-BAINBRIDGE,GPC,12
ZMI,33.01975,-85.05377,Troup,FO-GA-SW-COLUMBUS,GPC,1
ZMJ,34.4204,-83.4004,Banks,FO-GA-NE-GAINESVILLE,GPC,1
ZMK,33.07755,-83.24113,Baldwin,FO-GA-SW-MACON-EAST,GPC,1
ZML,33.642272,-84.352169,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
ZMM,31.213407,-81.544819,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
ZMN,33.785965,-83.684835,Walton,FO-GA-NE-ATHENS WEST,GPC,1
ZMO,33.606381,-84.332938,CLAYTON,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
ZMP,31.528065,-84.584457,Calhoun,FO-GA-SW-BAINBRIDGE,GPC,161
ZMQ,33.97327,-84.54966,Cobb,FO-GA-NW-COBB,GPC,1
ZMR,34.942993,-85.443388,Dade,FO-GA-NW-FLOYD & NORTH,GPC,1
ZMS,33.966034,-84.379448,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
ZMT,34.384445,-84.882748,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZMU,33.821701,-84.484574,Cobb,FO-GA-NW-METRO NORTHWEST,GPC,1
ZMV,33.637344,-84.397087,Clayton,FO-GA-NE-METRO SOUTHEAST,GPC,1
ZMW,33.710498,-84.35019,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,1
ZMX,33.958031,-84.53406,Cobb,FO-GA-NW-COBB,GPC,1
ZMY,33.756333,-84.120866,DeKalb,FO-GA-NE-CONYERS,GPC,1
ZMZ,32.116227,-82.89031,Wheeler,FO-GA-SE-BAXLEY,GPC,16
ZN1,31.99233,-81.07038,Chatham,FO-GA-SE-SAVANNAH 3,GPC,5
ZN2,33.419378,-82.02994,Richmond,FO-GA-SE-AUGUSTA 2,GPC,1
ZN3,34.0625,-84.281376,FULTON,FO-GA-NE-CUMMING,GPC,1
ZN4,33.788296,-84.406993,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
ZN5,32.11228,-81.373235,EFFINGHAM,FO-GA-SE-SAVANNAH 3,GPC,5
ZNA,31.26091,-84.17519,Mitchell,FO-GA-SW-BAINBRIDGE,GPC,61
ZNB,33.461234,-82.810972,Warren,FO-GA-SE-AUGUSTA 1,GPC,1
ZNC,32.495198,-84.993351,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
ZND,33.834758,-84.331055,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,1
ZNE,33.3725,-84.78611,Coweta,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
ZNF,33.878735,-84.280554,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,1
ZNG,32.086934,-81.002011,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
ZNH,33.885257,-84.244795,DeKalb,FO-GA-NE-CONYERS,GPC,1
ZNI,32.49796,-84.99464,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
ZNJ,34.1303,-83.579,Jackson,FO-GA-NE-GAINESVILLE,GPC,1
ZNL,33.921693,-84.30891,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,1
ZNM,33.335945,-83.653251,Jasper,FO-GA-SW-MACON-EAST,GPC,1
ZNN,34.38619,-84.37878,Pickens,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZNO,33.932554,-84.213454,Gwinnette,FO-GA-NE-CUMMING,GPC,1
ZNP,33.935741,-84.352834,Fulton,FO-GA-NW-COBB,GPC,1
ZNQ,33.9325,-84.21528,Gwinnett,FO-GA-NE-CUMMING,GPC,1
ZNR,33.681832,-84.025267,Rockdale,FO-GA-NE-CONYERS,GPC,1
ZNS,33.944137,-84.371296,Fulton,FO-GA-NW-COBB,GPC,1
ZNT,31.476,-83.5436,Tift,FO-GA-SE-WAYCROSS,GPC,13
ZNU,31.258525,-81.965416,Brantley,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,252
ZNW,33.779254,-84.430448,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
ZNX,31.480231,-83.549917,Tift,FO-GA-SE-WAYCROSS,GPC,13
ZNY,31.47724,-83.54987,Tift,FO-GA-SE-WAYCROSS,GPC,13
ZNZ,31.98488,-81.15755,Chatham,FO-GA-SE-SAVANNAH 3,GPC,5
ZO1,30.826559,-81.680554,Camden,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
ZOA,34.035847,-84.311211,Fulton,FO-GA-NE-CUMMING,GPC,1
ZOB,34.12426,-84.92316,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZOC,33.540588,-84.614876,Fulton,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
ZOD,32.516782,-84.995223,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
ZOE,34.242353,-84.405663,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZOF,31.422983,-82.143593,Pierce,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,42
ZOG,33.877854,-83.929431,Gwinnett,FO-GA-NE-CONYERS,GPC,1
ZOH,33.481133,-84.368004,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
ZOI,32.08175,-81.10315,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
ZOK,33.738942,-84.281758,DeKalb,FO-GA-NE-METRO SOUTHEAST,GPC,1
ZOL,31.9993,-81.11147,Chatham,FO-GA-SE-SAVANNAH 3,GPC,5
